	Image type	Feature Class	Feature Name	VSD.Brain_3more.XX.O.OT.42283	VSD.Brain_3more.XX.XX.OT.54529	VSD.Brain_3more.XX.O.OT.42287	VSD.Brain_3more.XX.O.OT.42289	VSD.Brain_3more.XX.O.OT.42291
213	wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.0709947695379	0.0680526722477	0.055451815277	0.0645836842332	0.0598686046959
214	wavelet-HLL	gldm	LargeDependenceEmphasis	222.142270754	334.403074836	286.293053451	249.941312339	238.771883537
215	wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	144.829956585	137.780631928	141.231935511	130.928525245	145.725329216
216	wavelet-HLL	gldm	DependenceVariance	16.0763275918	43.5488844762	32.6616675216	22.5105003241	22.8330821836
217	wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	531.391527431	1120.89284647	866.53752521	725.992460718	610.95810082
218	wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00414847431855	0.00364649183165	0.00389618045442	0.00395013751016	0.00425441891127
219	wavelet-HLL	gldm	LowGrayLevelEmphasis	0.634219181687	0.521435594039	0.572466794754	0.588090455122	0.622478344113
220	wavelet-HLL	glcm	JointAverage	1.48476220899	1.64360803	1.57446910605	1.55167954526	1.50284911497
221	wavelet-HLL	glcm	SumAverage	2.96952441798	3.28721606	3.1489382121	3.10335909051	3.00569822995
222	wavelet-HLL	glcm	JointEntropy	1.97602483862	1.82111328367	1.92510186183	1.95922001804	1.97131248708
223	wavelet-HLL	glcm	ClusterShade	0.0183067185576	-0.23625435234	-0.118836188573	-0.0707470983859	-0.00476930350622
224	wavelet-HLL	glcm	MaximumProbability	0.288292286022	0.474708504685	0.38123013389	0.335625889243	0.28826384853
225	wavelet-HLL	glcm	Idmn	0.908379402926	0.932440189874	0.922704411137	0.913578537595	0.913722450232
226	wavelet-HLL	glcm	JointEnergy	0.258160991255	0.320034808416	0.277452168368	0.264495804121	0.259714296216
227	wavelet-HLL	glcm	Contrast	0.458102985368	0.337799050632	0.386477944315	0.432107312027	0.431387748841
228	wavelet-HLL	glcm	DifferenceEntropy	0.977337534798	0.914528644214	0.951658776169	0.973026238397	0.971385061949
229	wavelet-HLL	glcm	InverseVariance	0.458102985368	0.337799050632	0.386477944315	0.432107312027	0.431387748841
230	wavelet-HLL	glcm	DifferenceVariance	0.242310581553	0.221232290554	0.23365360023	0.240852363731	0.240315824334
231	wavelet-HLL	glcm	Idn	0.847299004877	0.887400316456	0.871174018562	0.855964229324	0.85620408372
232	wavelet-HLL	glcm	Idm	0.770948507316	0.831100474684	0.806761027842	0.783946343987	0.784306125579
233	wavelet-HLL	glcm	Correlation	0.0829004845636	0.263766716095	0.209539092621	0.126472636564	0.137177189779
234	wavelet-HLL	glcm	Autocorrelation	2.22523513429	2.76192456469	2.53016834599	2.43898497976	2.2928534705
235	wavelet-HLL	glcm	SumEntropy	1.51792185326	1.48331423304	1.53862391752	1.52711270602	1.53992473824
236	wavelet-HLL	glcm	SumSquares	0.249764213596	0.229366450515	0.244447115701	0.247325916074	0.249984939725
237	wavelet-HLL	glcm	ClusterProminence	0.541102600921	0.639901284477	0.605111839012	0.561301665566	0.568590791086
238	wavelet-HLL	glcm	Imc2	0.127787062634	0.303805349925	0.244461334691	0.151839328086	0.16426190865
239	wavelet-HLL	glcm	Imc1	-0.0226258327482	-0.0618900359304	-0.0434426906806	-0.0255218505945	-0.028602732795
240	wavelet-HLL	glcm	DifferenceAverage	0.458102985368	0.337799050632	0.386477944315	0.432107312027	0.431387748841
241	wavelet-HLL	glcm	Id	0.770948507316	0.831100474684	0.806761027842	0.783946343987	0.784306125579
242	wavelet-HLL	glcm	ClusterTendency	0.540953869016	0.579666751427	0.591310518489	0.557196352271	0.568552010058
243	wavelet-HLL	firstorder	InterquartileRange	0.338352127962	0.0499137977866	0.105591504699	0.154487208048	0.278261463821
244	wavelet-HLL	firstorder	Skewness	0.288157436063	0.708418221039	0.291708652539	-0.0760989348643	0.555553127027
245	wavelet-HLL	firstorder	Uniformity	0.500302198439	0.538135417536	0.509812400545	0.5048437849	0.500022608883
246	wavelet-HLL	firstorder	Median	-0.000443435306267	5.13478148889e-16	5.13478148889e-16	2.56739074445e-16	5.13478148889e-16
247	wavelet-HLL	firstorder	Energy	41224.9237345	46311.3891008	19309.7650338	31677.7497656	30363.6783574
248	wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	0.174183277924	0.0672515324893	0.0838550453412	0.0999213123845	0.155476458228
249	wavelet-HLL	firstorder	MeanAbsoluteDeviation	0.37035018426	0.247722790259	0.252782624755	0.276721077891	0.350944363162
250	wavelet-HLL	firstorder	TotalEnergy	41224.9237345	46311.3891008	19309.7650338	31677.7497656	30363.6783574
251	wavelet-HLL	firstorder	Maximum	4.02468104889	4.9273509055	3.22048684532	4.24318580193	4.44377432202
252	wavelet-HLL	firstorder	RootMeanSquared	0.601310703731	0.516011228867	0.48003649845	0.507577425699	0.595378607725
253	wavelet-HLL	firstorder	90Percentile	0.629516213625	0.36214919921	0.327663656743	0.434465654437	0.572176833462
254	wavelet-HLL	firstorder	Minimum	-3.94707518546	-3.96853563046	-3.08237334071	-4.49406426157	-3.95340447156
255	wavelet-HLL	firstorder	Entropy	0.999563975883	0.944260594695	0.985797028621	0.993000568637	0.99996738203
256	wavelet-HLL	firstorder	Range	7.97175623435	8.89588653596	6.30286018603	8.7372500635	8.39717879358
257	wavelet-HLL	firstorder	Variance	0.361223484335	0.266254764456	0.229892038179	0.257381075018	0.353876046832
258	wavelet-HLL	firstorder	10Percentile	-0.67672117393	-0.46164486639	-0.490135999056	-0.514303624471	-0.654176043993
259	wavelet-HLL	firstorder	Kurtosis	6.90076048763	10.6118233216	9.2379058105	9.99332283062	7.91955878149
260	wavelet-HLL	firstorder	Mean	-0.0187370778396	-0.00358104188471	-0.0233023961064	-0.0159300992056	-0.0244875418228
261	wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.341168014108	0.35872463089	0.351190717532	0.357345677919	0.347574436434
262	wavelet-HLL	glrlm	GrayLevelVariance	0.249972571688	0.249839310187	0.249975510536	0.249989428526	0.249973332699
263	wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.621960476112	0.61713203635	0.624537935385	0.625254724691	0.624222011266
264	wavelet-HLL	glrlm	GrayLevelNonUniformityNormalized	0.500054856624	0.500321379627	0.500048978927	0.500021142948	0.500053334602
265	wavelet-HLL	glrlm	RunVariance	2.56138965889	13.769650807	6.08804106978	4.14622041232	3.2033870904
266	wavelet-HLL	glrlm	GrayLevelNonUniformity	27728.7600042	33288.8020623	17847.6284221	28184.5760431	20272.1373842
267	wavelet-HLL	glrlm	LongRunEmphasis	7.22234034894	21.1398038327	12.0565943774	9.32496896933	8.08610353051
268	wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	1.44601867833	1.40906337165	1.37946633535	1.36823681801	1.44888530513
269	wavelet-HLL	glrlm	RunLengthNonUniformity	18658.8016408	22046.7898775	11466.6909848	18619.8859759	13676.6934071
270	wavelet-HLL	glrlm	ShortRunEmphasis	0.562138146952	0.568792379041	0.556845841096	0.559523905938	0.567836610173
271	wavelet-HLL	glrlm	LongRunHighGrayLevelEmphasis	17.4345602192	75.4369113249	37.7539127094	27.5991897133	21.0203238286
272	wavelet-HLL	glrlm	RunPercentage	0.486346263481	0.382521237789	0.425930430775	0.458430407876	0.473274758117
273	wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	4.66928538137	7.56552695968	5.63226479443	4.75641378335	4.85254845599
274	wavelet-HLL	glrlm	RunEntropy	3.06202150432	3.29126485269	3.23915739591	3.1425063743	3.10414045141
275	wavelet-HLL	glrlm	HighGrayLevelRunEmphasis	2.51215809555	2.5314718546	2.50184825846	2.49898110124	2.50311195494
276	wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.326519975847	0.322927630912	0.313502784637	0.321597961674	0.327886628359
277	wavelet-HLL	glszm	GrayLevelVariance	0.225921521998	0.238751147842	0.2016	0.2176	0.222222222222
278	wavelet-HLL	glszm	ZoneVariance	208627622.454	464779612.369	131786695.546	280889376.262	139978588.826
279	wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.548156956005	0.522497704316	0.5968	0.5648	0.555555555556
280	wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.424494649227	0.221303948577	0.3248	0.4368	0.420138888889
281	wavelet-HLL	glszm	SizeZoneNonUniformity	12.3103448276	7.30303030303	8.12	10.92	10.0833333333
282	wavelet-HLL	glszm	GrayLevelNonUniformity	15.8965517241	17.2424242424	14.92	14.12	13.3333333333
283	wavelet-HLL	glszm	LargeAreaEmphasis	224084721.414	492558261.758	143021795.08	305078460.96	152716944.667
284	wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	1.99227852066	1.45328288814	1.81875555566	2.14576530617	2.08275462974
285	wavelet-HLL	glszm	ZonePercentage	0.000254352497478	0.000189733682903	0.000298340036039	0.000203324766583	0.000280183987485
286	wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	144216256.914	212903724.053	74674339.48	168390958.11	94698949.1979
287	wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	543558579.414	1611176412.58	416411617.48	851828472.36	384788926.542
288	wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	2.96551724138	2.81818181818	3.16	3.04	3.0
289	wavelet-HLL	glszm	SmallAreaEmphasis	0.672638595689	0.457575817421	0.583388888937	0.669149659886	0.658926504675
290	wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.508620689655	0.545454545455	0.46	0.49	0.5
291	wavelet-HLL	glszm	ZoneEntropy	2.53783573598	3.40079318125	2.78268318926	2.52307418943	2.58272300885
292	wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.342728614447	0.208649049742	0.274547222257	0.299995748315	0.302969473408
293	wavelet-HLL	ngtdm	Coarseness	3.82452957026e-05	3.30793573985e-05	6.08992591903e-05	3.74709131871e-05	5.38815752928e-05
294	wavelet-HLL	ngtdm	Complexity	4.02279581236e-06	1.9986370101e-06	4.6769318793e-06	3.53050040704e-06	5.05887386781e-06
295	wavelet-HLL	ngtdm	Strength	3.82353258499e-05	3.32612142595e-05	6.10106950582e-05	3.74973064578e-05	5.3886343507e-05
296	wavelet-HLL	ngtdm	Contrast	1.00535318907e-06	4.59026284156e-07	1.14419331528e-06	8.73459373616e-07	1.26454937375e-06
297	wavelet-HLL	ngtdm	Busyness	28228.9922923	16532.7214816	11561.6124959	20603.6082512	18192.2235961
298	wavelet-LHL	gldm	GrayLevelVariance	0.249850835174	0.233262012675	0.243805039983	0.247964754144	0.249918351904
299	wavelet-LHL	gldm	HighGrayLevelEmphasis	2.4633600842	2.88812612115	2.73612420492	2.63534109763	2.52710780079
300	wavelet-LHL	gldm	DependenceEntropy	5.08763242971	4.97968452298	5.18361376356	5.10213717863	5.22728311097
301	wavelet-LHL	gldm	DependenceNonUniformity	7755.63770557	12009.9805207	4682.29684834	7976.3504343	5147.39818814
302	wavelet-LHL	gldm	GrayLevelNonUniformity	57041.5140552	92786.4093188	42936.738129	61978.491379	42842.9876252
303	wavelet-LHL	gldm	SmallDependenceEmphasis	0.00682257106886	0.00658800825483	0.00673552666939	0.00647600093673	0.00750509040513
304	wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.0180181443886	0.0177013727488	0.0177855282899	0.0168091469131	0.0203223638855
305	wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.0680229593086	0.0690514495692	0.0558766644192	0.0648715836096	0.0600924395637
306	wavelet-LHL	gldm	LargeDependenceEmphasis	231.677419638	337.074134124	284.947969498	253.195452032	238.362394639
307	wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	150.585569881	140.126854216	136.03010251	135.177545219	142.930528964
308	wavelet-LHL	gldm	DependenceVariance	17.2909585061	42.8769269756	32.7308758713	22.5551202828	22.7693049346
309	wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	556.044818664	1124.86325376	880.61943745	725.26707928	620.08985734
310	wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00402367773894	0.00380966713133	0.00397302626427	0.00389271444264	0.00430077203504
311	wavelet-LHL	gldm	LowGrayLevelEmphasis	0.63415997895	0.527968469712	0.565968948769	0.591164725593	0.618223049803
312	wavelet-LHL	glcm	JointAverage	1.48556493567	1.64032678974	1.58459665641	1.54675042607	1.50913424355
313	wavelet-LHL	glcm	SumAverage	2.97112987134	3.28065357948	3.16919331282	3.09350085214	3.0182684871
314	wavelet-LHL	glcm	JointEntropy	1.97391518961	1.82519412712	1.92082856713	1.9623846696	1.9743993635
315	wavelet-LHL	glcm	ClusterShade	0.018529085511	-0.236258715305	-0.131918445214	-0.0656301669071	-0.0133817859233
316	wavelet-LHL	glcm	MaximumProbability	0.291672691006	0.473611367618	0.390539210982	0.332866005541	0.293319210708
317	wavelet-LHL	glcm	Idmn	0.91069977497	0.933313831151	0.922377021829	0.914446231789	0.913673986863
318	wavelet-LHL	glcm	JointEnergy	0.258852413403	0.318610556231	0.279514018479	0.263358095515	0.258719158369
319	wavelet-LHL	glcm	Contrast	0.446501125152	0.333430844244	0.388114890856	0.427768841054	0.431630065683
320	wavelet-LHL	glcm	DifferenceEntropy	0.975053814233	0.913534124762	0.955239814024	0.973551667199	0.974850615989
321	wavelet-LHL	glcm	InverseVariance	0.446501125152	0.333430844244	0.388114890856	0.427768841054	0.431630065683
322	wavelet-LHL	glcm	DifferenceVariance	0.24156914382	0.220799627436	0.234816630109	0.241018832067	0.241461383558
323	wavelet-LHL	glcm	Idn	0.851166291616	0.888856385252	0.870628369715	0.857410386315	0.856123311439
324	wavelet-LHL	glcm	Idm	0.776749437424	0.833284577878	0.805942554572	0.786115579473	0.784184967158
325	wavelet-LHL	glcm	Correlation	0.106225013168	0.276056391495	0.200921059039	0.136938692237	0.136438871282
326	wavelet-LHL	glcm	Autocorrelation	2.23344424443	2.7542649471	2.5597325238	2.42636685768	2.31158769781
327	wavelet-LHL	glcm	SumEntropy	1.52741406446	1.49176328287	1.53271367627	1.53461582854	1.54276929782
328	wavelet-LHL	glcm	SumSquares	0.249789221388	0.230294908166	0.242834675706	0.247811536209	0.249909729037
329	wavelet-LHL	glcm	ClusterProminence	0.552866757879	0.647816914143	0.600154121686	0.567134780476	0.568189025138
330	wavelet-LHL	glcm	Imc2	0.133008984249	0.318920685954	0.235158327008	0.160745811221	0.160730012951
331	wavelet-LHL	glcm	Imc1	-0.0248803140598	-0.0631711876525	-0.0384290651691	-0.0251312204643	-0.0250878999103
332	wavelet-LHL	glcm	DifferenceAverage	0.446501125152	0.333430844244	0.388114890856	0.427768841054	0.431630065683
333	wavelet-LHL	glcm	Id	0.776749437424	0.833284577878	0.805942554572	0.786115579473	0.784184967158
334	wavelet-LHL	glcm	ClusterTendency	0.552655760402	0.587748788421	0.583223811967	0.563477303782	0.568008850464
335	wavelet-LHL	firstorder	InterquartileRange	0.372043517719	0.0416194398345	0.0977735522617	0.151628766069	0.267936195097
336	wavelet-LHL	firstorder	Skewness	0.300184796585	0.470878501346	0.343539396329	-0.0885756507576	0.374829788179
337	wavelet-LHL	firstorder	Uniformity	0.500298329651	0.533475974649	0.512389920034	0.504070491713	0.500163296192
338	wavelet-LHL	firstorder	Median	-0.000479089101603	2.84579258136e-16	2.84579258136e-16	1.42289629068e-16	2.84579258136e-16
339	wavelet-LHL	firstorder	Energy	50759.2337206	26214.9079202	16322.2865826	29031.6696142	28898.8533589
340	wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	0.188834750245	0.053788135586	0.0765075390357	0.099348280071	0.148159697681
341	wavelet-LHL	firstorder	MeanAbsoluteDeviation	0.405363966907	0.191432973775	0.230218132716	0.270112246382	0.336536033386
342	wavelet-LHL	firstorder	TotalEnergy	50759.2337206	26214.9079202	16322.2865826	29031.6696142	28898.8533589
343	wavelet-LHL	firstorder	Maximum	4.65240806994	4.09316085472	3.55333436933	3.68047631621	5.39274082292
344	wavelet-LHL	firstorder	RootMeanSquared	0.667231487177	0.3882302904	0.441343021574	0.485915937085	0.580839764474
345	wavelet-LHL	firstorder	90Percentile	0.673379265595	0.184925253926	0.32621307395	0.423383220331	0.54329804551
346	wavelet-LHL	firstorder	Minimum	-4.0761151803	-3.71585328334	-3.37465162551	-3.15206611301	-4.23639611632
347	wavelet-LHL	firstorder	Entropy	0.999569558481	0.951150490239	0.982050559456	0.994119527774	0.999764400569
348	wavelet-LHL	firstorder	Range	8.72852325024	7.80901413807	6.92798599485	6.83254242922	9.62913693924
349	wavelet-LHL	firstorder	Variance	0.444731923262	0.150193959096	0.194537209417	0.235855679251	0.336710787647
350	wavelet-LHL	firstorder	10Percentile	-0.719220395997	-0.387096856725	-0.439237412878	-0.51342059866	-0.621348592165
351	wavelet-LHL	firstorder	Kurtosis	7.70880941569	12.5323203445	10.444551464	8.26176965003	10.1593855371
352	wavelet-LHL	firstorder	Mean	-0.0215855094572	-0.0229956362897	-0.0156988303724	-0.0160816249741	-0.0257690579249
353	wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.336484322186	0.363358508831	0.359056392208	0.351999122391	0.350653420449
354	wavelet-LHL	glrlm	GrayLevelVariance	0.249983964249	0.249962010939	0.249974287903	0.249990293452	0.249976210358
355	wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.622880148308	0.627724270842	0.625880320875	0.624250963584	0.624283810771
356	wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.500032071502	0.500075978123	0.500051424194	0.500019413096	0.500047579284
357	wavelet-LHL	glrlm	RunVariance	2.79834800505	13.6106225911	5.85669504536	4.13435708132	3.12634383555
358	wavelet-LHL	glrlm	GrayLevelNonUniformity	27098.1622761	32943.6803388	17919.2895102	27933.8087334	20291.3135619
359	wavelet-LHL	glrlm	LongRunEmphasis	7.70110398004	20.8770772443	11.658908855	9.3415002069	7.89110621667
360	wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	1.41468631234	1.36698954153	1.36887248459	1.36726724679	1.44274540971
361	wavelet-LHL	glrlm	RunLengthNonUniformity	17674.7711386	21166.7282757	11595.122119	18115.1281587	13610.8955994
362	wavelet-LHL	glrlm	ShortRunEmphasis	0.552124720217	0.56408471537	0.561019610685	0.555052747272	0.569071818301
363	wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	18.5802647591	74.51311953	37.2322636521	27.3809980063	20.7686216681
364	wavelet-LHL	glrlm	RunPercentage	0.475309928856	0.378762387973	0.427640607659	0.454352025865	0.47372736302
365	wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	4.98131378527	7.46806667292	5.26557015577	4.83162575705	4.6717273538
366	wavelet-LHL	glrlm	RunEntropy	3.1077119036	3.30592942779	3.22210035888	3.15957731204	3.09765736373
367	wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	2.50847940677	2.48910291663	2.4964787165	2.50299614566	2.50286475692
368	wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.316714239768	0.316633741348	0.317246420207	0.316990866166	0.328189365768
369	wavelet-LHL	glszm	GrayLevelVariance	0.193905817175	0.230224609375	0.177514792899	0.237252861602	0.177514792899
370	wavelet-LHL	glszm	ZoneVariance	306071595.745	244440983.547	235124068.686	229805208.606	130161547.941
371	wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.612188365651	0.53955078125	0.644970414201	0.525494276795	0.644970414201
372	wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.235457063712	0.39599609375	0.609467455621	0.365244536941	0.547337278107
373	wavelet-LHL	glszm	SizeZoneNonUniformity	4.47368421053	25.34375	7.92307692308	11.3225806452	14.2307692308
374	wavelet-LHL	glszm	GrayLevelNonUniformity	11.6315789474	34.53125	8.38461538462	16.2903225806	16.7692307692
375	wavelet-LHL	glszm	LargeAreaEmphasis	342081070.053	251826469.188	276673993.0	245536923.419	141015531.615
376	wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	1.42872807026	2.00255155188	2.64957264977	1.61884885208	2.64684235528
377	wavelet-LHL	glszm	ZonePercentage	0.000166644739727	0.000367968354721	0.000155136818741	0.000252122710563	0.000303532653109
378	wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	220110755.118	111590195.547	141062379.192	136987184.379	86235470.2019
379	wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	829962329.789	812771563.75	819120448.231	679735879.581	360135777.269
380	wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	3.21052631579	2.921875	3.30769230769	2.83870967742	3.30769230769
381	wavelet-LHL	glszm	SmallAreaEmphasis	0.448464912313	0.652229684848	0.777777777872	0.574161557786	0.751810303936
382	wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.447368421053	0.51953125	0.423076923077	0.540322580645	0.423076923077
383	wavelet-LHL	glszm	ZoneEntropy	2.92585301456	2.75281580705	1.70043971814	2.6415968113	2.05602096806
384	wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.203399122827	0.31464921809	0.309829059899	0.312989734212	0.2780522911
385	wavelet-LHL	ngtdm	Coarseness	3.92539101453e-05	3.35302684666e-05	6.05515774607e-05	3.78218226409e-05	5.37364056859e-05
386	wavelet-LHL	ngtdm	Complexity	3.91943158848e-06	1.97175957696e-06	4.70378640289e-06	3.49774455651e-06	5.07254048212e-06
387	wavelet-LHL	ngtdm	Strength	3.92452731216e-05	3.3632024587e-05	6.06489963453e-05	3.78513078603e-05	5.37495925525e-05
388	wavelet-LHL	ngtdm	Contrast	9.79488772352e-07	4.58545035996e-07	1.14496474643e-06	8.66641750536e-07	1.26740993597e-06
389	wavelet-LHL	ngtdm	Busyness	27489.6025787	16790.2951351	11217.4319716	20807.5334562	17652.3263047
390	wavelet-LHH	gldm	GrayLevelVariance	0.249999945978	0.229975816947	0.242665535063	0.247628276096	0.249156344986
391	wavelet-LHH	gldm	HighGrayLevelEmphasis	2.50069727667	2.92452049124	2.75692447224	2.64610104428	2.58713722011
392	wavelet-LHH	gldm	DependenceEntropy	4.65352175894	4.85462103011	4.97506913963	4.81421616636	4.88350410627
393	wavelet-LHH	gldm	DependenceNonUniformity	11424.2221725	12974.5135228	5777.32664654	10737.7871922	7150.88131873
394	wavelet-LHH	gldm	GrayLevelNonUniformity	57007.5123186	93929.5322202	43127.7123167	62061.2353687	42973.5316024
395	wavelet-LHH	gldm	SmallDependenceEmphasis	0.00712604374398	0.00689386235073	0.00690336603165	0.00669687193095	0.00762347317839
396	wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.0179664421101	0.0175181452159	0.0173365505745	0.0166342541111	0.0193197568723
397	wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.10019929108	0.0745970374111	0.0689443135976	0.0873303229787	0.0834817684131
398	wavelet-LHH	gldm	LargeDependenceEmphasis	192.970460027	318.580067614	259.710335692	226.103646833	205.163907633
399	wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	120.686628952	124.563845384	118.232797714	116.838804125	113.943767657
400	wavelet-LHH	gldm	DependenceVariance	10.0467033621	43.7214614855	30.4428833006	18.9928864451	17.0439392825
401	wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	482.105784327	1094.64495653	825.620487607	663.163017665	570.044467534
402	wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.00441594415245	0.00423779163445	0.00429506989593	0.00421252638591	0.0046994022549
403	wavelet-LHH	gldm	LowGrayLevelEmphasis	0.624825680831	0.518869877191	0.560768881941	0.588474738931	0.603215694973
404	wavelet-LHH	glcm	JointAverage	1.49919754563	1.65155520865	1.59120645143	1.55101557513	1.53009931343
405	wavelet-LHH	glcm	SumAverage	2.99839509125	3.30311041729	3.18241290287	3.10203115026	3.06019862686
406	wavelet-LHH	glcm	JointEntropy	1.98493434479	1.8290357755	1.93121904711	1.97213397501	1.98186695937
407	wavelet-LHH	glcm	ClusterShade	0.000397214072696	-0.226184655272	-0.123884460362	-0.0613600916352	-0.0351708580032
408	wavelet-LHH	glcm	MaximumProbability	0.279014579099	0.473145388748	0.382058118331	0.321213917742	0.298503905074
409	wavelet-LHH	glcm	Idmn	0.901701441106	0.92863607204	0.916340666759	0.908079337046	0.905718800475
410	wavelet-LHH	glcm	JointEnergy	0.255126887044	0.317543386037	0.275700083495	0.25990413484	0.256306593789
411	wavelet-LHH	glcm	Contrast	0.491492794469	0.356819639798	0.418296666205	0.459603314772	0.471405997627
412	wavelet-LHH	glcm	DifferenceEntropy	0.98498517767	0.936574869765	0.973517558593	0.98627583934	0.986952300618
413	wavelet-LHH	glcm	InverseVariance	0.491492794469	0.356819639798	0.418296666205	0.459603314772	0.471405997627
414	wavelet-LHH	glcm	DifferenceVariance	0.244891248993	0.228430666787	0.240979060089	0.245320455681	0.245547478865
415	wavelet-LHH	glcm	Idn	0.83616906851	0.881060120067	0.860567777932	0.846798895076	0.842864667458
416	wavelet-LHH	glcm	Idm	0.754253602766	0.821590180101	0.790851666897	0.770198342614	0.764297001187
417	wavelet-LHH	glcm	Correlation	0.0169794992804	0.214199582927	0.13457875987	0.0711041092848	0.0537106193457
418	wavelet-LHH	glcm	Autocorrelation	2.25184623964	2.77625580604	2.5644710212	2.423245068	2.35459494148
